material,rA,rB,rX,nA,nB,nX,rA_rB_ratio,rA_rX_ratio,rB_rX_ratio,rS_A,rP_A,Z_A,HOMO_A,LUMO_A,EA_A,IP_A,rS_B,rP_B,Z_B,HOMO_B,LUMO_B,EA_B,IP_B,rS_X,rP_X,Z_X,HOMO_X,LUMO_X,EA_X,IP_X,rX_rB_ratio,t_sisso,t,tau,p_t_sisso,exp_label
MgTiO3,0.89,0.6,1.4,2,4,-2,1.48333,0.635714,0.428571,1.3518,1.9116,12,-4.705332847,-1.306562749,0.500356867,7.971348956,1.5467,2.0603,22,-4.219539298,-4.219539443,-0.313899272,7.119306924,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.333335667,5.857399955,0.809639304,5.857397622,0.001056073,0
MgVO3,0.89,0.58,1.4,2,4,-2,1.53448,0.635714,0.414286,1.3518,1.9116,12,-4.705332847,-1.306562749,0.500356867,7.971348956,1.4818,2.0566,23,-4.348428313,-4.348428462,-0.780744828,7.16966336,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.413791439,5.581050854,0.817817479,5.581052518,0.003114822,0
MnCO3,0.96,0.16,1.4,2,4,-2,6,0.685714,0.114286,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,0.6418,0.6367,6,-5.285420962,-5.285421144,-1.008550072,10.86176257,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,8.749978125,11.44730564,1.069728338,11.44732752,7.65E-13,0
MnLiF3,0.96,0.76,1.33,2,1,-1,1.26316,0.721805,0.571429,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,1.6576,2.0134,3,-2.874140786,-1.020757781,-0.756113885,5.297381505,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.749998688,8.56396006,0.774774454,8.563961373,3.65E-08,0
MnLiI3,0.96,0.76,2.2,2,1,-1,1.26316,0.436364,0.345455,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,1.6576,2.0134,3,-2.874140786,-1.020757781,-0.756113885,5.297381505,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,2.894733033,9.708694406,0.754886168,9.708698215,5.01E-10,0
MnSeO3,0.96,0.5,1.4,2,4,-2,1.92,0.685714,0.357143,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,0.7997,0.9578,34,-6.51048797,-0.211187538,-2.730814282,10.84576398,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.79999888,4.686633464,0.878303267,4.686634584,0.110343919,0
MnSiO3,0.96,0.4,1.4,2,4,-2,2.4,0.685714,0.285714,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,0.9466,1.1405,14,-4.081062694,-4.081062834,-1.044708796,7.740621249,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,3.5000035,4.982780663,0.927097893,4.982777163,0.034016438,0
MnSO3,0.96,0.37,1.4,2,4,-2,2.59459,0.685714,0.264286,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,0.7473,0.8493,16,-7.008381488,0.814517553,-2.847077607,11.76931965,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,3.783779693,5.226432138,0.942811417,5.226436229,0.012756825,0
NaAsO3,1.39,0.46,1.4,1,5,-2,3.02174,0.992857,0.328571,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,0.8558,1.0507,33,-5.194301476,-5.194301655,-1.800485244,9.149475217,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,3.043482231,4.77602908,1.060662844,4.77602511,0.077818658,0
NaBeCl3,1.39,0.45,1.81,1,2,-1,3.08889,0.767956,0.248619,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.0805,1.204,4,-5.609666288,-2.013777452,0.648621153,9.553745271,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,4.022218736,5.761053346,1.001215664,5.761056832,0.001537442,0
NaBiO3,1.39,0.76,1.4,1,5,-2,1.82895,0.992857,0.542857,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,0.9899,1.3017,83,-4.568780683,-4.56878084,-1.6542288,7.913869695,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.842105748,3.8714625,0.91334856,3.871462015,0.790578605,0
NaBrO3,1.39,0.31,1.4,1,5,-2,4.48387,0.992857,0.221429,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,0.7514,0.8834,35,-7.858438652,0.05511027,-3.678150769,12.55431178,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,4.516120291,6.504397735,1.153703444,6.504406475,8.75E-05,0
NaCaBr3,1.39,1,1.96,1,2,-1,1.39,0.709184,0.510204,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,0.7514,0.8834,35,-7.858438652,0.05511027,-3.678150769,12.55431178,1.960000314,5.18102729,0.800274893,5.181026976,0.015307631,0
NaCaCl3,1.39,1,1.81,1,2,-1,1.39,0.767956,0.552486,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,1.810000615,5.031027591,0.805248185,5.031026976,0.028004386,0
NaCaF3,1.39,1,1.33,1,2,-1,1.39,1.04511,0.75188,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.329999468,4.551026444,0.82546579,4.551026976,0.183007535,0
NaCaI3,1.39,1,2.2,1,2,-1,1.39,0.631818,0.454545,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,2.2000022,5.421029176,0.793287418,5.421026976,0.005866142,0
NaCdBr3,1.39,0.95,1.96,1,2,-1,1.46316,0.709184,0.484694,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.2355,1.7966,48,-5.657022666,-1.1571185,0.948262351,9.271929602,0.7514,0.8834,35,-7.858438652,0.05511027,-3.678150769,12.55431178,2.063157374,4.907523748,0.814025321,4.907524269,0.046050032,0
NaCdCl3,1.39,0.95,1.81,1,2,-1,1.46316,0.767956,0.524862,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.2355,1.7966,48,-5.657022666,-1.1571185,0.948262351,9.271929602,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,1.905262717,4.749629091,0.819836014,4.749629532,0.086347532,0
NaCdF3,1.39,0.95,1.33,1,2,-1,1.46316,1.04511,0.714286,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.2355,1.7966,48,-5.657022666,-1.1571185,0.948262351,9.271929602,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.39999944,4.244365814,0.84356811,4.244366374,0.45861309,0
NaCdI3,1.39,0.95,2.2,1,2,-1,1.46316,0.631818,0.431818,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.2355,1.7966,48,-5.657022666,-1.1571185,0.948262351,9.271929602,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,2.315790449,5.160156823,0.805879282,5.160155848,0.016647279,0
NaClO3,1.39,0.12,1.4,1,5,-2,11.5833,0.992857,0.0857143,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,11.66666472,15.39538301,1.297916374,15.39538495,3.41E-19,0
NaCrCl3,1.39,0.8,1.81,1,2,-1,1.7375,0.767956,0.441989,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.4246,1.9893,24,-4.388888021,-4.388888172,-1.078476537,7.228118701,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,2.262499745,4.407596128,0.866953027,4.407596383,0.295663858,0
NaHgI3,1.39,1.02,2.2,1,2,-1,1.36275,0.631818,0.463636,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.1675,1.7351,80,-6.807995517,-0.952083452,1.388583824,10.67976299,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,2.156864437,5.559866799,0.788360167,5.559865108,0.003386081,0
NaMgBr3,1.39,0.72,1.96,1,2,-1,1.93056,0.709184,0.367347,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.3518,1.9116,12,-4.705332847,-1.306562749,0.500356867,7.971348956,0.7514,0.8834,35,-7.858438652,0.05511027,-3.678150769,12.55431178,2.722221769,4.657050456,0.883885703,4.657050909,0.123586923,0
NaMgI3,1.39,0.72,2.2,1,2,-1,1.93056,0.631818,0.327273,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.3518,1.9116,12,-4.705332847,-1.306562749,0.500356867,7.971348956,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,3.055553009,4.990381697,0.869356075,4.990384243,0.032990225,0
NaMnCl3,1.39,0.83,1.81,1,2,-1,1.6747,0.767956,0.458564,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,2.180720685,4.428566743,0.857101288,4.42856895,0.276957549,0
NaNiCl3,1.39,0.69,1.81,1,2,-1,2.01449,0.767956,0.381215,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.2517,1.5674,28,-4.439555219,-4.439555371,-1.351387103,7.89877133,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,2.623191637,4.499530327,0.90509896,4.499527095,0.21918981,0
NaNO3,1.39,0.13,1.4,1,5,-2,10.6923,0.992857,0.0928571,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,0.5361,0.5154,7,-7.089771165,-7.089771408,-1.983951498,13.59172054,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,10.76923574,14.28166129,1.289433261,14.28165632,2.09E-17,0
NaPO3,1.39,0.38,1.4,1,5,-2,3.65789,0.992857,0.271429,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,0.8336,0.9712,15,-5.506575493,-5.506575682,-1.925532558,9.729720798,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,3.684204709,5.504721432,1.108333084,5.504727249,0.00421001,0
NaVO3,1.39,0.54,1.4,1,5,-2,2.57407,0.992857,0.385714,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.4818,2.0566,23,-4.348428313,-4.348428462,-0.780744828,7.16966336,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.592594513,4.315071343,1.01692417,4.315069422,0.385292921,0
NaZnCl3,1.39,0.74,1.81,1,2,-1,1.87838,0.767956,0.40884,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.1068,1.6661,30,-5.977182213,-1.10740279,0.922398154,9.889346303,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,2.445944624,4.425562467,0.887351921,4.425563789,0.279594453,0
NiMnO3,0.69,0.53,1.4,2,4,-2,1.30189,0.492857,0.378571,1.2517,1.5674,28,-4.439555219,-4.439555371,-1.351387103,7.89877133,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.641512424,8.511154862,0.765728961,8.511151872,4.45E-08,0
NiSeO3,0.69,0.5,1.4,2,4,-2,1.38,0.492857,0.357143,1.2517,1.5674,28,-4.439555219,-4.439555371,-1.351387103,7.89877133,0.7997,0.9578,34,-6.51048797,-0.211187538,-2.730814282,10.84576398,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.79999888,7.369205335,0.777819419,7.369206455,3.28E-06,0
NiTiO3,0.69,0.6,1.4,2,4,-2,1.15,0.492857,0.428571,1.2517,1.5674,28,-4.439555219,-4.439555371,-1.351387103,7.89877133,1.5467,2.0603,22,-4.219539298,-4.219539443,-0.313899272,7.119306924,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.333335667,14.78989001,0.738928448,14.78988768,3.19E-18,0
PbAgBr3,1.49,1.15,1.96,2,1,-1,1.29565,0.760204,0.586735,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,1.3241,1.9044,47,-4.40216039,-0.246293078,-1.475586841,7.755963446,0.7514,0.8834,35,-7.858438652,0.05511027,-3.678150769,12.55431178,1.704346937,7.708883408,0.784413035,7.708884297,9.11E-07,0
PbAgF3,1.49,1.15,1.33,2,1,-1,1.29565,1.1203,0.864662,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,1.3241,1.9044,47,-4.40216039,-0.246293078,-1.475586841,7.755963446,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.156521277,7.161057748,0.804050865,7.16105821,7.21E-06,0
PbCO3,1.49,0.16,1.4,2,4,-2,9.3125,1.06429,0.114286,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,0.6418,0.6367,6,-5.285420962,-5.285421144,-1.008550072,10.86176257,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,8.749978125,13.0969146,1.309963939,13.09693647,1.67E-15,0
PbLiBr3,1.49,0.76,1.96,2,1,-1,1.96053,0.760204,0.387755,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,1.6576,2.0134,3,-2.874140786,-1.020757781,-0.756113885,5.297381505,0.7514,0.8834,35,-7.858438652,0.05511027,-3.678150769,12.55431178,2.578948047,4.403329417,0.896884022,4.403328738,0.299553438,0
PbLiCl3,1.49,0.76,1.81,2,1,-1,1.96053,0.823204,0.41989,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,1.6576,2.0134,3,-2.874140786,-1.020757781,-0.756113885,5.297381505,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,2.381576127,4.205957497,0.907960411,4.205960317,0.498825556,0
PbLiF3,1.49,0.76,1.33,2,1,-1,1.96053,1.1203,0.571429,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,1.6576,2.0134,3,-2.874140786,-1.020757781,-0.756113885,5.297381505,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.749998688,3.574380057,0.954089065,3.574381369,0.921157673,0
PbNaCl3,1.49,1.02,1.81,2,1,-1,1.46078,0.823204,0.563536,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,1.774509526,5.483710359,0.824543553,5.483710637,0.004575016,0
PbNaF3,1.49,1.02,1.33,2,1,-1,1.46078,1.1203,0.766917,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.303922067,5.013122901,0.848530275,5.013122402,0.030100555,0
PbSeO3,1.49,0.5,1.4,2,4,-2,2.98,1.06429,0.357143,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,0.7997,0.9578,34,-6.51048797,-0.211187538,-2.730814282,10.84576398,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.79999888,4.258257713,1.07554934,4.258258833,0.444065871,0
PbSiO3,1.49,0.4,1.4,2,4,-2,3.725,1.06429,0.285714,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,0.9466,1.1405,14,-4.081062694,-4.081062834,-1.044708796,7.740621249,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,3.5000035,5.165114737,1.135302081,5.165111237,0.016318693,0
PbSO3,1.49,0.37,1.4,2,4,-2,4.02703,1.06429,0.264286,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,0.7473,0.8493,16,-7.008381488,0.814517553,-2.847077607,11.76931965,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,3.783779693,5.565467827,1.154544489,5.565471918,0.003312115,0
PbTeO3,1.49,0.97,1.4,2,4,-2,1.53608,1.06429,0.692857,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,0.9497,1.1492,52,-5.951704724,0.193945998,-2.575488931,9.729526165,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.443299267,4.600612125,0.862254745,4.600611828,0.152774454,0
RbBaBr3,1.72,1.35,1.96,1,2,-1,1.27407,0.877551,0.688776,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,2.1967,2.6614,56,-3.229349631,-2.022431442,0.181548696,5.363405816,0.7514,0.8834,35,-7.858438652,0.05511027,-3.678150769,12.55431178,1.451850819,5.711897085,0.786150909,5.711898118,0.001863285,0
RbBeCl3,1.72,0.45,1.81,1,2,-1,3.82222,0.950276,0.248619,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.0805,1.204,4,-5.609666288,-2.013777452,0.648621153,9.553745271,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,4.022218736,5.87285304,1.104466029,5.872856526,0.000994476,0
RbBeF3,1.72,0.45,1.33,1,2,-1,3.82222,1.29323,0.338346,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.0805,1.204,4,-5.609666288,-2.013777452,0.648621153,9.553745271,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,2.955554373,4.806188677,1.211618604,4.806189859,0.069053938,0
RbBrO3,1.72,0.31,1.4,1,5,-2,5.54839,1.22857,0.221429,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,0.7514,0.8834,35,-7.858438652,0.05511027,-3.678150769,12.55431178,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,4.516120291,6.754150497,1.290162991,6.754159238,3.38E-05,0
RbCaI3,1.72,1,2.2,1,2,-1,1.72,0.781818,0.454545,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,2.2000022,4.371536334,0.866207989,4.371534134,0.32935887,0
RbClO3,1.72,0.12,1.4,1,5,-2,14.3333,1.22857,0.0857143,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,11.66666472,16.04989091,1.451433365,16.04989285,3.05E-20,0
RbCoCl3,1.72,0.74,1.81,1,2,-1,2.32432,0.950276,0.40884,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.2878,1.614,27,-4.433222619,0.143554959,-1.359047269,7.672566088,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,2.445944624,4.201747507,0.978860088,4.201748829,0.503216018,0
RbEuCl3,1.72,1.17,1.81,1,2,-1,1.47009,0.950276,0.646409,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,0.3135,2.6774,63,-2.767446341,-2.767446436,0.480292543,6.00231317,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,1.547008164,4.362216759,0.837615176,4.362217142,0.338350455,0
RbFeCl3,1.72,0.78,1.81,1,2,-1,2.20513,0.950276,0.430939,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.3301,1.9365,26,-4.431945549,-0.812293253,-1.303738195,7.470425785,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,2.32051404,4.109041791,0.963742558,4.109040571,0.597224171,0
RbGeI3,1.72,0.73,2.2,1,2,-1,2.35616,0.781818,0.331818,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,0.922,1.1722,32,-3.894931082,-3.894931216,-0.915962684,7.445211101,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,3.013700281,4.762905409,0.946029203,4.762903758,0.081953904,0
RbMgCl3,1.72,0.72,1.81,1,2,-1,2.38889,0.950276,0.39779,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.3518,1.9116,12,-4.705332847,-1.306562749,0.500356867,7.971348956,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,2.513889238,4.257126413,0.986598113,4.257126064,0.44524936,0
RbMgI3,1.72,0.72,2.2,1,2,-1,2.38889,0.781818,0.327273,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.3518,1.9116,12,-4.705332847,-1.306562749,0.500356867,7.971348956,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,3.055553009,4.798790184,0.949269029,4.79879273,0.071112353,0
RbMnBr3,1.72,0.83,1.96,1,2,-1,2.07229,0.877551,0.423469,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,0.7514,0.8834,35,-7.858438652,0.05511027,-3.678150769,12.55431178,2.361447945,4.205444156,0.932673659,4.205441994,0.499361203,0
RbMnI3,1.72,0.83,2.2,1,2,-1,2.07229,0.781818,0.377273,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,2.650600494,4.494596704,0.914807117,4.494598621,0.22291415,0
RbNiBr3,1.72,0.69,1.96,1,2,-1,2.49275,0.877551,0.352041,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.2517,1.5674,28,-4.439555219,-4.439555371,-1.351387103,7.89877133,0.7514,0.8834,35,-7.858438652,0.05511027,-3.678150769,12.55431178,2.840578228,4.569707626,0.981946985,4.569709108,0.171094217,0
RbNO3,1.72,0.13,1.4,1,5,-2,13.2308,1.22857,0.0928571,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,0.5361,0.5154,7,-7.089771165,-7.089771408,-1.983951498,13.59172054,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,10.76923574,14.89239428,1.441946872,14.89238931,2.18E-18,0
RbPbI3,1.72,1.19,2.2,1,2,-1,1.44538,0.781818,0.540909,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,1.848739807,4.772433706,0.817659459,4.772433395,0.078931478,0
RbPO3,1.72,0.38,1.4,1,5,-2,4.52632,1.22857,0.271429,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,0.8336,0.9712,15,-5.506575493,-5.506575682,-1.925532558,9.729720798,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,3.684204709,5.681947791,1.239426244,5.681953608,0.002095238,0
RbSnI3,1.72,1.15,2.2,1,2,-1,1.49565,0.781818,0.522727,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.0659,1.3554,50,-3.693439111,-3.693439238,-1.013080291,6.875249756,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,1.913044476,4.628382997,0.827422557,4.628381999,0.137744411,0
RbSrCl3,1.72,1.18,1.81,1,2,-1,1.45763,0.950276,0.651934,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.9584,2.5493,38,-3.525783048,-1.281188209,0.150586051,5.884929265,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,1.533897603,4.402220961,0.834813788,4.402221663,0.300568391,0
RbSrF3,1.72,1.18,1.33,1,2,-1,1.45763,1.29323,0.887218,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.9584,2.5493,38,-3.525783048,-1.281188209,0.150586051,5.884929265,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.127118701,3.995442059,0.859235504,3.995442002,0.699934799,0
RbTiI3,1.72,0.86,2.2,1,2,-1,2,0.781818,0.390909,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.5467,2.0603,22,-4.219539298,-4.219539443,-0.313899272,7.119306924,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,2.55814013,4.443530212,0.90583842,4.443529617,0.264045935,0
RbVI3,1.72,0.79,2.2,1,2,-1,2.17722,0.781818,0.359091,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.4818,2.0566,23,-4.348428313,-4.348428462,-0.780744828,7.16966336,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,2.784809422,4.583117067,0.927045339,4.583117772,0.162934975,0
RbVO3,1.72,0.54,1.4,1,5,-2,3.18519,1.22857,0.385714,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.4818,2.0566,23,-4.348428313,-4.348428462,-0.780744828,7.16966336,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.592594513,4.34197489,1.137205523,4.34197297,0.358230365,0
RbYbI3,1.72,1.02,2.2,1,2,-1,1.68627,0.781818,0.463636,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.7383,2.489,70,-3.076991947,-1.09445333,0.476799897,6.531525293,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,2.156864437,4.384058156,0.860827815,4.384056465,0.31745313,0
RbZnCl3,1.72,0.74,1.81,1,2,-1,2.32432,0.950276,0.40884,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.1068,1.6661,30,-5.977182213,-1.10740279,0.922398154,9.889346303,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,2.445944624,4.201747507,0.978860088,4.201748829,0.503216018,0
SbAsO3,0.76,0.58,1.4,3,3,-2,1.31034,0.542857,0.414286,1.0035,1.24,51,-4.826825142,-4.826825308,-1.761990047,8.318195555,0.8558,1.0507,33,-5.194301476,-5.194301655,-1.800485244,9.149475217,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.413791439,7.957684247,0.771391159,7.957685912,3.57E-07,0
