material,rA,rB,rX,nA,nB,nX,rA_rB_ratio,rA_rX_ratio,rB_rX_ratio,rS_A,rP_A,Z_A,HOMO_A,LUMO_A,EA_A,IP_A,rS_B,rP_B,Z_B,HOMO_B,LUMO_B,EA_B,IP_B,rS_X,rP_X,Z_X,HOMO_X,LUMO_X,EA_X,IP_X,rX_rB_ratio,t_sisso,t,tau,p_t_sisso,exp_label
BiInO3,1.17,0.8,1.4,3,3,-2,1.4625,0.835714,0.571429,0.9899,1.3017,83,-4.568780683,-4.56878084,-1.6542288,7.913869695,1.1407,1.5132,49,-2.517885812,-2.517885898,-0.167838524,5.364511347,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.749998688,4.291577435,0.826031366,4.291578747,0.409394402,1
BiMnO3,1.17,0.64,1.4,3,3,-2,1.82812,0.835714,0.457143,0.9899,1.3017,83,-4.568780683,-4.56878084,-1.6542288,7.913869695,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.187499316,2.278280074,0.89081814,2.278280758,0.999354046,1
BiScO3,1.17,0.74,1.4,3,3,-2,1.58108,0.835714,0.528571,0.9899,1.3017,83,-4.568780683,-4.56878084,-1.6542288,7.913869695,1.6506,2.1774,21,-3.235728521,-3.235728632,0.27533028,6.884656711,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.891893426,3.245867523,0.849191124,3.245865989,0.975883971,1
CaCrO3,1.34,0.55,1.4,2,4,-2,2.43636,0.957143,0.392857,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,1.4246,1.9893,24,-4.388888021,-4.388888172,-1.078476537,7.228118701,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.545455471,4.017316192,0.993578185,4.017315267,0.681525735,1
CaGeO3,1.34,0.53,1.4,2,4,-2,2.5283,0.957143,0.378571,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,0.922,1.1722,32,-3.894931082,-3.894931216,-0.915962684,7.445211101,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.641512424,4.093095186,1.003874332,4.093092196,0.612629858,1
CaHfO3,1.34,0.71,1.4,2,4,-2,1.88732,0.957143,0.507143,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,1.5365,2.1377,72,-2.693665714,-2.693665806,0.184573527,6.503687658,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.97183043,3.91466826,0.918235763,3.914668816,0.761662473,1
CaIrO3,1.34,0.62,1.4,2,4,-2,2.16129,0.957143,0.442857,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,1.2957,1.7925,77,-5.672747366,-0.333817437,-2.379678858,8.967250675,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.258065245,3.86666842,0.959147258,3.866667691,0.79361269,1
CaMnO3,1.34,0.53,1.4,2,4,-2,2.5283,0.957143,0.378571,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.641512424,4.093095186,1.003874332,4.093092196,0.612629858,1
CaMoO3,1.34,0.65,1.4,2,4,-2,2.06154,0.957143,0.464286,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,1.5449,2.2052,42,-4.274195256,-4.274195403,-1.52911462,6.943164598,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.153844828,3.853010393,0.945110957,3.853011718,0.802068196,1
CaNbO3,1.34,0.68,1.4,2,4,-2,1.97059,0.957143,0.485714,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,1.5834,2.0916,41,-4.453727958,-4.453728111,-1.10549939,7.13506764,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.05882474,3.868921045,0.931479549,3.868919834,0.792191343,1
CaPbO3,1.34,0.78,1.4,2,4,-2,1.71795,0.957143,0.557143,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.794871335,4.144342038,0.888751129,4.144342499,0.562199896,1
CaRuO3,1.34,0.62,1.4,2,4,-2,2.16129,0.957143,0.442857,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,1.484,2.1211,44,-3.652617833,-3.652617958,-1.199648337,7.647563123,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.258065245,3.86666842,0.959147258,3.866667691,0.79361269,1
CaSiO3,1.34,0.4,1.4,2,4,-2,3.35,0.957143,0.285714,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,0.9466,1.1405,14,-4.081062694,-4.081062834,-1.044708796,7.740621249,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,3.5000035,5.041955329,1.076376367,5.041951829,0.026797431,1
CaSnO3,1.34,0.69,1.4,2,4,-2,1.94203,0.957143,0.492857,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,1.0659,1.3554,50,-3.693439111,-3.693439238,-1.013080291,6.875249756,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.028986095,3.880819912,0.927022709,3.880819324,0.784556771,1
CaTiO3,1.34,0.6,1.4,2,4,-2,2.23333,0.957143,0.428571,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,1.5467,2.0603,22,-4.219539298,-4.219539443,-0.313899272,7.119306924,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.333335667,3.892383297,0.96873873,3.892380963,0.776932143,1
CaUO3,1.34,0.89,1.4,2,4,-2,1.50562,0.957143,0.635714,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,1.8798,2.4176,92,-1.995272694,-1.995272763,0.546861709,5.590257615,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.573034415,4.931795101,0.846060027,4.931794394,0.041768919,1
CaVO3,1.34,0.58,1.4,2,4,-2,2.31034,0.957143,0.414286,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,1.4818,2.0566,23,-4.348428313,-4.348428462,-0.780744828,7.16966336,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.413791439,3.931715066,0.97852397,3.931716731,0.749467457,1
CaZrO3,1.34,0.72,1.4,2,4,-2,1.86111,0.957143,0.514286,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,1.6694,2.22,40,-3.602222285,-3.602222409,-0.27140666,7.13955023,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.944443364,3.936686261,0.913904463,3.936687342,0.745826939,1
CdGeO3,1.31,0.53,1.4,2,4,-2,2.4717,0.935714,0.378571,1.2355,1.7966,48,-5.657022666,-1.1571185,0.948262351,9.271929602,0.922,1.1722,32,-3.894931082,-3.894931216,-0.915962684,7.445211101,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.641512424,4.104399238,0.992883007,4.104396247,0.601738118,1
CdSnO3,1.31,0.69,1.4,2,4,-2,1.89855,0.935714,0.492857,1.2355,1.7966,48,-5.657022666,-1.1571185,0.948262351,9.271929602,1.0659,1.3554,50,-3.693439111,-3.693439238,-1.013080291,6.875249756,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.028986095,3.951863401,0.916872825,3.951862813,0.734477254,1
CdTiO3,1.31,0.6,1.4,2,4,-2,2.18333,0.935714,0.428571,1.2355,1.7966,48,-5.657022666,-1.1571185,0.948262351,9.271929602,1.5467,2.0603,22,-4.219539298,-4.219539443,-0.313899272,7.119306924,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.333335667,3.925514828,0.958132102,3.925512494,0.753954735,1
CeAlO3,1.34,0.54,1.4,3,3,-2,2.48148,0.957143,0.385714,2.0428,2.5754,58,-2.530332951,-2.530333038,0.0869328,5.700525816,1.1043,1.3964,13,-2.712046523,-2.712046616,-0.348149866,5.763264071,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.592594513,1.783602671,0.998699722,1.78360075,0.999898511,1
CeCrO3,1.14,0.8,1.4,4,2,-2,1.425,0.814286,0.571429,2.0428,2.5754,58,-2.530332951,-2.530333038,0.0869328,5.700525816,1.4246,1.9893,24,-4.388888021,-4.388888172,-1.078476537,7.228118701,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.749998688,1.843882444,0.816388977,1.843883757,0.99987287,1
CeFeO3,1.14,0.78,1.4,4,2,-2,1.46154,0.814286,0.557143,2.0428,2.5754,58,-2.530332951,-2.530333038,0.0869328,5.700525816,1.3301,1.9365,26,-4.431945549,-0.812293253,-1.303738195,7.470425785,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.794871335,1.200151083,0.823878784,1.200151543,0.999988493,1
CeGaO3,1.34,0.62,1.4,3,3,-2,2.16129,0.957143,0.442857,2.0428,2.5754,58,-2.530332951,-2.530333038,0.0869328,5.700525816,1.0027,1.3439,31,-2.578899489,-2.578899577,-0.243516492,5.68897238,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.258065245,1.670970007,0.959147258,1.670969279,0.999933364,1
CeLuO3,1.34,0.86,1.4,3,3,-2,1.55814,0.957143,0.614286,2.0428,2.5754,58,-2.530332951,-2.530333038,0.0869328,5.700525816,1.6229,2.3206,71,-1.753315674,-1.753315735,0.309014449,5.260028343,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.62790622,3.167919444,0.857290912,3.167920201,0.981926702,1
CeTiO3,1.14,0.86,1.4,4,2,-2,1.32558,0.814286,0.614286,2.0428,2.5754,58,-2.530332951,-2.530333038,0.0869328,5.700525816,1.5467,2.0603,22,-4.219539298,-4.219539443,-0.313899272,7.119306924,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.62790622,4.44045945,0.794714933,4.440460207,0.266665047,1
CeTmO3,1.34,0.88,1.4,3,3,-2,1.52273,0.957143,0.628571,2.0428,2.5754,58,-2.530332951,-2.530333038,0.0869328,5.700525816,1.7624,2.5447,69,-3.153998964,-1.072405721,0.522243555,6.424661622,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.590910176,3.454496644,0.849770816,3.454495559,0.9484182,1
CeVO3,1.14,0.79,1.4,4,2,-2,1.44304,0.814286,0.564286,2.0428,2.5754,58,-2.530332951,-2.530333038,0.0869328,5.700525816,1.4818,2.0566,23,-4.348428313,-4.348428462,-0.780744828,7.16966336,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.772151001,1.510742772,0.82011678,1.510743669,0.999963359,1
CeYbO3,1.34,0.87,1.4,3,3,-2,1.54023,0.957143,0.621429,2.0428,2.5754,58,-2.530332951,-2.530333038,0.0869328,5.700525816,1.7383,2.489,70,-3.076991947,-1.09445333,0.476799897,6.531525293,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.609194293,3.306925906,0.8535143,3.306927015,0.969811243,1
CsBeF3,1.88,0.45,1.33,1,2,-1,4.17778,1.41353,0.338346,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.0805,1.204,4,-5.609666288,-2.013777452,0.648621153,9.553745271,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,2.955554373,4.877528373,1.275178924,4.877529555,0.051940388,1
CsCaCl3,1.88,1,1.81,1,2,-1,1.88,1.03867,0.552486,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,1.810000615,3.788115698,0.928551813,3.788115083,0.838534784,1
CsCaF3,1.88,1,1.33,1,2,-1,1.88,1.41353,0.75188,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.329999468,3.308114551,0.974171024,3.308115083,0.969679389,1
CsCdBr3,1.88,0.95,1.96,1,2,-1,1.97895,0.959184,0.484694,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.2355,1.7966,48,-5.657022666,-1.1571185,0.948262351,9.271929602,0.7514,0.8834,35,-7.858438652,0.05511027,-3.678150769,12.55431178,2.063157374,3.96243574,0.933091711,3.962436261,0.726362266,1
CsCdCl3,1.88,0.95,1.81,1,2,-1,1.97895,1.03867,0.524862,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.2355,1.7966,48,-5.657022666,-1.1571185,0.948262351,9.271929602,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,1.905262717,3.804541083,0.945373404,3.804541524,0.82987057,1
CsCdF3,1.88,0.95,1.33,1,2,-1,1.97895,1.41353,0.714286,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.2355,1.7966,48,-5.657022666,-1.1571185,0.948262351,9.271929602,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.39999944,3.299277806,0.995534423,3.299278366,0.970646428,1
CsDyI3,1.88,1.07,2.2,1,2,-1,1.75701,0.854545,0.486364,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,0.2852,2.5601,66,-3.164901584,-1.17326927,0.471119175,6.187950808,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,2.056073229,4.173475488,0.882263894,4.173477025,0.532509648,1
CsEuCl3,1.88,1.17,1.81,1,2,-1,1.60684,1.03867,0.646409,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,0.3135,2.6774,63,-2.767446341,-2.767446436,0.480292543,6.00231317,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,1.547008164,3.935039528,0.875580737,3.935039911,0.747037091,1
CsHgBr3,1.88,1.02,1.96,1,2,-1,1.84314,0.959184,0.520408,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.1675,1.7351,80,-6.807995517,-0.952083452,1.388583824,10.67976299,0.7514,0.8834,35,-7.858438652,0.05511027,-3.678150769,12.55431178,1.92156923,3.935843151,0.91117345,3.935842548,0.746447045,1
CsHgCl3,1.88,1.02,1.81,1,2,-1,1.84314,1.03867,0.563536,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.1675,1.7351,80,-6.807995517,-0.952083452,1.388583824,10.67976299,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,1.774509526,3.788783446,0.92198961,3.788783724,0.838189827,1
CsHgF3,1.88,1.02,1.33,1,2,-1,1.84314,1.41353,0.766917,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.1675,1.7351,80,-6.807995517,-0.952083452,1.388583824,10.67976299,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.303922067,3.318195988,0.965880206,3.318195489,0.968538414,1
CsIO3,1.88,0.95,1.4,1,5,-2,1.97895,1.34286,0.678571,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.473685141,3.372963508,0.986943015,3.372962577,0.961577748,1
CsMgF3,1.88,0.72,1.33,1,2,-1,2.61111,1.41353,0.541353,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.3518,1.9116,12,-4.705332847,-1.306562749,0.500356867,7.971348956,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.847223531,3.567766222,1.107228529,3.567764914,0.92295604,1
CsMnCl3,1.88,0.83,1.81,1,2,-1,2.26506,1.03867,0.458564,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,2.180720685,3.951093166,0.988344922,3.951095373,0.73506177,1
CsPbBr3,1.88,1.19,1.96,1,2,-1,1.57983,0.959184,0.607143,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,0.7514,0.8834,35,-7.858438652,0.05511027,-3.678150769,12.55431178,1.647058436,4.101618728,0.861999009,4.101619116,0.604430416,1
CsPbCl3,1.88,1.19,1.81,1,2,-1,1.57983,1.03867,0.657459,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,1.521007394,3.975567686,0.869743532,3.975568695,0.716045051,1
CsPbF3,1.88,1.19,1.33,1,2,-1,1.57983,1.41353,0.894737,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.117646862,3.572207154,0.900721621,3.572207351,0.921752713,1
CsPbI3,1.88,1.19,2.2,1,2,-1,1.57983,0.854545,0.540909,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,1.848739807,4.303300099,0.851033314,4.303299788,0.397322516,1
CsSnBr3,1.88,1.15,1.96,1,2,-1,1.63478,0.959184,0.586735,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.0659,1.3554,50,-3.693439111,-3.693439238,-1.013080291,6.875249756,0.7514,0.8834,35,-7.858438652,0.05511027,-3.678150769,12.55431178,1.704346937,4.030394948,0.873085813,4.030395838,0.670187911,1
CsSnCl3,1.88,1.15,1.81,1,2,-1,1.63478,1.03867,0.635359,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.0659,1.3554,50,-3.693439111,-3.693439238,-1.013080291,6.875249756,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,1.573913331,3.899961342,0.881496823,3.899961055,0.77182493,1
CsSnI3,1.88,1.15,2.2,1,2,-1,1.63478,0.854545,0.522727,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.0659,1.3554,50,-3.693439111,-3.693439238,-1.013080291,6.875249756,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,1.913044476,4.239092488,0.861194906,4.23909149,0.46414035,1
CsSrCl3,1.88,1.18,1.81,1,2,-1,1.59322,1.03867,0.651934,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.9584,2.5493,38,-3.525783048,-1.281188209,0.150586051,5.884929265,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,1.533897603,3.954607481,0.872652373,3.954608182,0.732387435,1
CsSrF3,1.88,1.18,1.33,1,2,-1,1.59322,1.41353,0.887218,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.9584,2.5493,38,-3.525783048,-1.281188209,0.150586051,5.884929265,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.127118701,3.547828579,0.904310153,3.547828521,0.928151383,1
CsTmI3,1.88,1.03,2.2,1,2,-1,1.82524,0.854545,0.468182,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.7624,2.5447,69,-3.153998964,-1.072405721,0.522243555,6.424661622,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,2.135921501,4.169335429,0.893189763,4.169336258,0.536764211,1
CsYbI3,1.88,1.02,2.2,1,2,-1,1.84314,0.854545,0.463636,2.5357,3.1904,55,-2.08592403,-0.479242956,-0.545296608,3.863576389,1.7383,2.489,70,-3.076991947,-1.09445333,0.476799897,6.531525293,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,2.156864437,4.171138357,0.895963644,4.171136666,0.534912705,1
DyAlO3,1.08,0.54,1.4,3,3,-2,2,0.771429,0.385714,0.2852,2.5601,66,-3.164901584,-1.17326927,0.471119175,6.187950808,1.1043,1.3964,13,-2.712046523,-2.712046616,-0.348149866,5.763264071,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.592594513,2.248764758,0.903932595,2.248762838,0.999421666,1
DyCoO3,1.08,0.61,1.4,3,3,-2,1.77049,0.771429,0.435714,0.2852,2.5601,66,-3.164901584,-1.17326927,0.471119175,6.187950808,1.2878,1.614,27,-4.433222619,0.143554959,-1.359047269,7.672566088,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.295083472,2.592958326,0.872452356,2.592956821,0.997897963,1
DyCrO3,1.08,0.62,1.4,3,3,-2,1.74194,0.771429,0.442857,0.2852,2.5601,66,-3.164901584,-1.17326927,0.471119175,6.187950808,1.4246,1.9893,24,-4.388888021,-4.388888172,-1.078476537,7.228118701,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.258065245,2.673966728,0.868133285,2.673965999,0.99715133,1
DyFeO3,1.08,0.64,1.4,3,3,-2,1.6875,0.771429,0.457143,0.2852,2.5601,66,-3.164901584,-1.17326927,0.471119175,6.187950808,1.3301,1.9365,26,-4.431945549,-0.812293253,-1.303738195,7.470425785,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.187499316,2.86264114,0.859622174,2.862641824,0.994219364,1
DyMnO3,1.08,0.64,1.4,3,3,-2,1.6875,0.771429,0.457143,0.2852,2.5601,66,-3.164901584,-1.17326927,0.471119175,6.187950808,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.187499316,2.86264114,0.859622174,2.862641824,0.994219364,1
DyNiO3,1.08,0.6,1.4,3,3,-2,1.8,0.771429,0.428571,0.2852,2.5601,66,-3.164901584,-1.17326927,0.471119175,6.187950808,1.2517,1.5674,28,-4.439555219,-4.439555371,-1.351387103,7.89877133,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.333335667,2.520342318,0.876814617,2.520339985,0.998399228,1
DyRhO3,1.08,0.66,1.4,3,3,-2,1.63636,0.771429,0.471429,0.2852,2.5601,66,-3.164901584,-1.17326927,0.471119175,6.187950808,1.4595,2.1777,45,-3.372244215,-3.372244331,-0.861204978,8.36732556,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.121210193,3.089406239,0.851276328,3.089408167,0.986503137,1
DyScO3,1.08,0.74,1.4,3,3,-2,1.45946,0.771429,0.528571,0.2852,2.5601,66,-3.164901584,-1.17326927,0.471119175,6.187950808,1.6506,2.1774,21,-3.235728521,-3.235728632,0.27533028,6.884656711,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.891893426,4.472871773,0.819452913,4.472870239,0.239843389,1
DyTiO3,1.08,0.67,1.4,3,3,-2,1.61194,0.771429,0.478571,0.2852,2.5601,66,-3.164901584,-1.17326927,0.471119175,6.187950808,1.5467,2.0603,22,-4.219539298,-4.219539443,-0.313899272,7.119306924,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.08955411,3.218232012,0.847163881,3.218230141,0.978223993,1
DyVO3,1.08,0.64,1.4,3,3,-2,1.6875,0.771429,0.457143,0.2852,2.5601,66,-3.164901584,-1.17326927,0.471119175,6.187950808,1.4818,2.0566,23,-4.348428313,-4.348428462,-0.780744828,7.16966336,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.187499316,2.86264114,0.859622174,2.862641824,0.994219364,1
ErAlO3,1.06,0.54,1.4,3,3,-2,1.96296,0.757143,0.385714,0.2696,2.5511,68,-3.195692292,-1.11604648,0.364098247,6.339470668,1.1043,1.3964,13,-2.712046523,-2.712046616,-0.348149866,5.763264071,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.592594513,2.323929834,0.896642816,2.323927914,0.999233537,1
ErCrO3,1.06,0.62,1.4,3,3,-2,1.70968,0.757143,0.442857,0.2696,2.5511,68,-3.195692292,-1.11604648,0.364098247,6.339470668,1.4246,1.9893,24,-4.388888021,-4.388888172,-1.078476537,7.228118701,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.258065245,2.821705984,0.86113221,2.821705255,0.995041748,1
ErFeO3,1.06,0.64,1.4,3,3,-2,1.65625,0.757143,0.457143,0.2696,2.5511,68,-3.195692292,-1.11604648,0.364098247,6.339470668,1.3301,1.9365,26,-4.431945549,-0.812293253,-1.303738195,7.470425785,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.187499316,3.035266252,0.852689737,3.035266936,0.988971279,1
ErMnO3,1.06,0.64,1.4,3,3,-2,1.65625,0.757143,0.457143,0.2696,2.5511,68,-3.195692292,-1.11604648,0.364098247,6.339470668,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.187499316,3.035266252,0.852689737,3.035266936,0.988971279,1
ErNiO3,1.06,0.6,1.4,3,3,-2,1.76667,0.757143,0.428571,0.2696,2.5511,68,-3.195692292,-1.11604648,0.364098247,6.339470668,1.2517,1.5674,28,-4.439555219,-4.439555371,-1.351387103,7.89877133,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.333335667,2.646362117,0.869743532,2.646359784,0.997431614,1
ErRhO3,1.06,0.66,1.4,3,3,-2,1.60606,0.757143,0.471429,0.2696,2.5511,68,-3.195692292,-1.11604648,0.364098247,6.339470668,1.4595,2.1777,45,-3.372244215,-3.372244331,-0.861204978,8.36732556,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.121210193,3.290781679,0.844411196,3.290783607,0.971547934,1
ErTiO3,1.06,0.67,1.4,3,3,-2,1.58209,0.757143,0.478571,0.2696,2.5511,68,-3.195692292,-1.11604648,0.364098247,6.339470668,1.5467,2.0603,22,-4.219539298,-4.219539443,-0.313899272,7.119306924,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.08955411,3.435719876,0.840331915,3.435718004,0.951783322,1
ErVO3,1.06,0.64,1.4,3,3,-2,1.65625,0.757143,0.457143,0.2696,2.5511,68,-3.195692292,-1.11604648,0.364098247,6.339470668,1.4818,2.0566,23,-4.348428313,-4.348428462,-0.780744828,7.16966336,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.187499316,3.035266252,0.852689737,3.035266936,0.988971279,1
